id,ad,kategori,malzemeler,hazirlanis,aciklama,duygu_etiketi
-MbO-TSkGNNcD4OQQ0bc,Zeytinyağlı Enginar Tarifi,Sebze,enginar;bezelye;havuç;patates;zeytinyağ;şeker;tuz;su;limon;,"1.) İlk olarak bezelye havuç ve patatesimiz konserve değilse minik küp küp kesip haşlıyoruz.
2.) Bir tencereye doğranmış soğanı yarım çay bardağı zeytinyağını ekleyip kavuruyoruz pembeleşince garnitürümüzü de içine koyup karıştırıyoruz ve ocaktan alıyoruz.
3.) Tencereye enginarları üstüne garnitürü koyuyoruz. 1 limonun suyu, kalan yarım çay bardağı zeytinyağı, 1 çay kaşığı tuz, 1 tatlı kaşığı şeker, 3 su bardağı suyu karıştırıp enginarların üstüne ekleyip pişiriyoruz.
","Egeli olan olmayan herkesin gözbebeği zeytinyağlı enginar. Bu tarifle yapımı da çok kolay, kısa sürede hazırlanıyor ve lezzetli.",enerji verir
-MbO-T_t-sAKHp2x_bM7,Zeytinyağlı Garnitürlü Enginar Tarifi,Sebze,enginar;bezelye;zeytinyağı;kuru soğan;havuç;sıcak su;tuz;toz şeker;limonun suyu;dereotu;,"1.) Kaynayan suya tuz atılıp bezelye haşlanır. Renginin yeşil kalması için buzlu suda bekletilir.
2.) Zeytinyağında soğan ardından havuç sotelenir. Enginarların çukur kısmı alta gelecek şekilde yerleştirilir.
3.) Garnitürler çukur enginara eklenir.
4.) Sıcak su, limon suyu, şeker ve tuz eklenip orta kısık ateşte pişirilir.
",Damaklarda yer edecek enfes aromasıyla herkesi sevindirecek tarifimiz ile tanışın! Karşınızda: Zeytinyağlı garnitürlü enginar tarifi.,nötr
-MbO-TmX2sb9Go-uYk92,Ayvalı Zeytinyağlı Kereviz Tarifi,Sebze,kereviz;ayva;soğan;patates;havuç;taze sıkılmış portakal suyu;limon suyu;zeytinyağı;,"1.) Yemeğe başlamadan önce kerevizleri ve ayvayı yıkayıp, soyalım.
2.) Yarım ay şeklinde doğrayalım ve içinde limonlu su olan kaplara ayrı ayrı koyalım. (Kararmamaları için)
3.) Derin bir tencereye zeytin yağımızı alalım ve altını açalım. Robottan geçirdiğimiz soğanı kavurmaya başlayalım.
4.) Soğanlar yumuşamaya başlayınca soyup doğradığımız havucu ekleyelim.
5.) Havuçlar da hafif yumuşayınca, yarım ay şeklinde doğradığımız patatesi ve kerevizi ekleyelim.
6.) Tencerenin kapağını kapatıp, kısık ateşte pişirmeye bırakalım.
7.) Yarım saat sonra, ayvaları da ilave edelim. Ayvalar yumuşayana kadar tencerenin kapağı kapalı bir şekilde pişirmeye devam edelim.
8.) Yemeğimiz pişince tencerenin altını kapatalım. Sıkma portakal ve limon suyunu yemeğimizin üzerinde gezdirelim.
9.) Yemeği hafifçe karıştırıp, tencerenin kapağını kapatıp dinlenmeye bırakalım.
10.) Yemeğimiz hafif ılıyınca servis edebiliriz. Afiyet olsun.
",Ayvalı zeytinyağlı kereviz tarifi ile tadına doyulmayacak enfes bir kereviz yemeği hazırlayacaksınız. Mutfağa kadar alalım sizleri.,nötr
-MbO-TuOfshffgm8YZJZ,Yaş Pasta Tarifi,Tatlı,yumurta;sıcak su;mısır nişastası;un;toz şeker;kabartma tozu;süt;toz şeker;un;nişasta;yumurta sarısı;krema;tereyağı;vanilin;sıvı krema;kuvertür çikolata;,"1.) Yumurtaları ve sıcak suyu mikserde yüksek devirde karıştırın.
2.) Yumurtalar köpürmeye başladığında azar azar şekeri ekleyerek yüksek devirde yaklaşık 8-10 dakika karıştırmaya devam edin. Yumurtalar tamamen kabarıp açık kremsi bir doku aldığında karıştırmaya son verebilirsiniz.
3.) Ayrı bir kasede un, nişasta ve kabartma tozunu karıştırıp kabaran yumurtaya azar azar ekleyin. Bu sırada kesinlikle tel çırpıcı kullanmayın, sadece bir spatula yardımıyla karıştırma işlemini gerçekleştirin. Karıştırma işlemini alttan üste doğru dairesel hareketlerle yumrutaları söndürmeden yavaşça yapın.
4.) Kelepçeli kalıbınızın altına bir yağlı kağıt yerleştirdikten sonra içine bir pasta çember yerleştirin.
5.) Daha sonra, harcınızı kalıba dökün ve önceden ısıtılmış alt üst ayar 180 derece fırında 40-45 dakika pişirin. Pandispanyanın orta kısmı tamamen kabarıp, kızarınca pişmiş demektir. Çıkarıp soğumaya bırakın.
",Pasta tariflerinin en yumuşacık ve lezzetlisi yaş pasta tarifi! Pastane pastası lezzetinde yaş pasta tarifi tüm püf noktalarıyla karşınızda!,mutlu eder
-MbO-U0kAeJikSj6pLHC,Bisküvili Rulo Pasta Tarifi,Tatlı,süt;irmik;toz şeker;vanilin;petibör bisküvi;süt;eritilmiş tereyağı;kakao;krema;bitter çikolata;süt;,"1.) Pastanın iç kısmı için orta boy tencerede süt, irmik ve toz şekeri sürekli olarak karıştırıp muhallebi kıvamına gelene kadar pişirin.
2.) İrmikli muhallebi piştikten sonra vanilini de üzerine ekleyip karıştırdıktan sonra ocaktan alın ve soğumaya bırakın.
3.) Geniş bir kasede rondodan geçirilmiş petibör bisküvileri, süt, eritilmiş tereyağı ve kakaoyla birlikte yoğurun ve hamur haline getirin.
4.) Streç film serdiğiniz tezgaha kakaolu hamuru dikdörtgen olacak şekilde yayın ve üzerine streç film ile kapatıp merdaneyle pürüzsüz bir şekil verin.
5.) Üzerindeki streç filmi çıkarıp irmikli muhallebiyi ekleyin ve eşit miktarda kakaolu hamurun üzerine yayın. Merdaneyle aynı işlemi muhallebiye de uygulayın.
6.) Hazırlamış olduğunuz dikdörtgen halindeki yumuşak pastayı dik konuma getip rulo şeklinde sarın.
7.) Dış yüzeyini streç film ile kaplayıp buzdolabında en az 4 saat buzdolabında bekletin.
8.) Ganajını hazırlamak için kremayı bir sos tenceresine aktarın ve kaynama noktasına gelene kadar ısıtıp ocaktan alın.
9.) Doğranmış bitter çikolataları ocaktan aldığınız kremanın üzerine ekleyin ve eriyene kadar karıştırın. Sütü de ilave edip tekrar karıştırın.
10.) Hazırlamış olduğunuz ganajı, buzdolabından çıkarıp streç filmini çıakrttığınız pastanın üzerine dökün ve 5 dakika bekledikten sonra çatal yardımıyla odun yüzeyine benzeyen şekiller verip sevdiklerinizle afiyetle tüketin.
","Bisküvili, kakaolu ve tereyağlı nefis bir hamur hazırlıyor, irmikli nefis bir muhallebiyle birleştirip rulo haline getiriyoruz! Bisküvili rulo pasta burada!",mutlu eder
-MbO-U8KQQwT2EqbZYz0,Çikolatalı Pasta Tarifi,Tatlı,yumurta;tuz;soğuk su;toz şeker;kakao;vanilin;kabartma tozu;un;nişasta;tereyağı;süt;toz şeker;buğday nişastası;kakao;bitter çikolata;tereyağı;krema;bitter çikolata;beyaz çikolata;pirinç fındık;,"1.) Pastanın kekini hazırlamak için; 4 adet yumurta beyazı, yarım çay kaşığı tuz ve 5 yemek kaşığı soğuk suyu ilave edin.
2.) Kar haline gelene kadar çırpın.
3.) Yumurta sarılarının üzerine geriye kalan toz şekeri ve vanilini ekleyip, yumurta sarılarının rengi açılana ve şeker eriyene kadar çırpın.
4.) Çırptığınız yumurta aklarını yumurta sarılarına ilave edin ve bir spatula yardımıyla alttan üste doğru karıştırın.
5.) 3 yemek kaşığı un, 3,5 yemek kaşığı nişasta, 2 yemek kaşığı kakao ve 1 paket kabartma tozunu yumurtalı karışıma eleyin.
6.) Tekrar spatula yardımıyla alttan üste doğru karıştırın ve kuru malzemeleri sıvı karışıma iyice yedirin. Hazırladığınız karışımı yağlanmış kelepçeli karışıma aktarın ve önceden ısıtılmış 180 derece fırında 25 dakika pişirin.
7.) Pastanın kremasını hazırlamak için; derin bir sos tenceresinde 2,5 su bardağı sütü, yarım su bardağı toz şekeri, yarım su bardağı nişastayı ve 2 yemek kaşığı kakaoyu koyulaşana kadar sürekli karıştırarak pişirin.
8.) Koyulaşan kremanın içerisine 140 gram bitter çikolatayı ekleyin ve eriyene kadar karıştırıp ocaktan alın.
9.) Ayrı bir sos tavasında üzerini kaplayacağımız ganaj için; 1 paket kremayı ve 200 gram bitter çikolatayı kısık ateşte çikolata eriyene kadar karıştırın. Çikolata ve krema birbirine iyice karışıp parlak bir görünüm kazandığında ocaktan alın.
10.) Oda sıcaklığında soğumuş olan pasta kremasının içerisine 200 gram tereyağını ekleyin.
11.) Mikser yardımıyla iyice çırpın ve pastayı hazırlayana kadar buzdolabında bekletin.
12.) Pişmiş ve soğumuş olan pandispanyayı ortadan ikiye bölün ve alt tabanını rahat çalışabileceğiniz bir servis tabağına alın.
13.) Üzerine buzdolabında beklettiğiniz çikolatalı pasta kremasının 3'te 1'ini ekleyin ve her yerine dağıtın.
14.) Kalan pandispanyayı da kremanın üzerine yerleştirin ve kenarlara geen kremaları spatula yardımıyla düzeltin. Kalan çikolata kremasını da üst kısma yayın ve pastaya şeklini verin. Bu şekilde, kremanın soğuması için en az 2 saat buzdolabında bekletin.
15.) Soğumuş pastanın üzerine hazırladığınız çikolatalı ganajı dökün ve kenarları da 1,5 su bardağı pirinç fındık ile kaplayın.Son olarak 30 gram eritilmiş beyaz çikolatayı pastanın üzerine gelişigüzel dağıtın ve dilediğiniz çikolatalar ile üzerini süsleyin. Ardından dilimleyin.
16.) Afiyet olsun!
","Kakaolu keki ve çikolatalı pasta kreması ile çikolatalı pasta tarifi, 7’den 70’e kimsenin hayır diyemeyeceği aslında yapımı da kolay bir lezzet.",mutlu eder
-MbO-ULBi2caSaKM9x2a,Mini Köstebek Pasta Tarifi,Tatlı,yumurta;toz şeker;süt;sıvı yağ;kakao;kabartma tozu;vanilya;un;krem şanti;soğuk süt;muz;,"1.) İç dolgusu için krem şantiyi hazırlayın. 1,5 su bardağı soğuk süt ile 2 paket krem şantiyi bir mikser yardımıyla iyice çırpın. Hazırladığınız krem şantiyi soğuması için dolaba kaldırın.
2.) Kek için; yumurta ve şekeri mikser yardımıyla 5 dakika boyunca çırpın. Ardından gerekli olan diğer malzemeleri ekleyin ve güzelce karıştırın. Kek hamurunuz hazır.
3.) Dikdörtgen bir fırın tepsisinin dibine yağlı kağıt serin ve üstüne hazırladığınız kek karışımını dökün. Önceden ısıtılmış 180 derece fırında yaklaşık 20 dakika pişirin.
4.) Kek piştikten sonra fırından alın ve ılıklaşmasını bekleyin. Yuvarlak bir kesme kalıbıyla kekinizi yuvarlak yuvarlak kesin.
5.) Kalan kek parçalarını iyice soğumaları için bir kenara alın.
6.) Krem şantiyi bir sıkma torbasına alın ve yuvarlak kestiğiniz her bir kek parçasının üstüne bir miktar sıkın.
7.) Muzları yuvarlak yuvarlak dilimleyin ve üstlerine yerleştirin.
8.) Muzların üstüne tekrar bir tepe oluşturacak şekilde krem şantiyi sıkın.
9.) Kalan ve iyice soğumuş olan kek parçalarını mutfak robotunda un haline gelene dek çekin.
10.) Üstüne krem şanti sıktığınız kekleri bu un haline getirdiğiniz kek kırıntıları ile kaplayın ve soğuması için tekrar buzdolabına kaldırın.
11.) Bu şekilde yaklaşık 30 dakika dolapta beklettikten sonra servis edin.
","Porsiyonluk yapıp afiyetle tüketebileceğiniz, nefis mi nefis mini köstebek pasta tarifimizle çay saatlerinizi tatlandırın.",mutlu eder
-MbO-UacQWZo5ZDsfNct,Elmalı Rulo Pasta Tarifi,Kek,tereyağı;rendelenmiş elma;toz şeker;tarçın;yumurta;toz şeker;süt;sıvı yağ;vanilin;un;kabartma tozu;pudra şekeri;,"1.) Elma harcını hazırlamak için bir tavada tereyağını eritin. Üzerine rendelenmiş elmaları, toz şekeri ve tarçını ekleyip, elmalar yumuşayana dek pişirin. Pişmiş olan harcı pişirme kağıdı serili fırın tepsisine boşluk kalmayacak şekilde yayın.
2.) Kek harcını hazırlamak için bir kasede yumurta ve şekeri, şeker eriyip açık renk bir harç elde edene kadar çırpın.
3.) Üzerine süt ve sıvı yağı ekleyip tekrar çırpın.
4.) Un ve kabartma tozunu eleyerek harca ekleyin ve pürüzsüz kıvamlı bir harç elde edene dek çırpın.
5.) Elma harcını yaydığınız tepsiye kek harcını dökün.
6.) Elmalı harcı kapatacak şekilde kek harcını güzelce yayın. 170 derece fırında 15 dakika pişirin.
7.) Pişen keki ayrı bir pişirme kağıdına, elmalı harç kısmı üste gelecek şekilde ters çevirin.
8.) Kek henüz sıcakken rulo haline getirin ve pişirme kağıdına sarılı halde, oda sıcaklığında soğumaya bırakın.
9.) Soğumuş olan rulo kekin üzerine pudra şekeri serpiştirin ve dilimleyin.
10.) Rulo kekleri servis tabağına alın ve afiyetle tüketin!
","Yemelere doyamayacağınız, yapımı oldukça pratik ve lezzetli nefis mi nefis elmalı rulo pasta tarifimizle karşınızdayız. Şimdiden ellerinize sağlık!",mutlu eder
-MbO-UjzaMCnU36JeVwF,Pişmeyen Pasta Tarifi,Pratik Tatlı,kakaolu petibör bisküvi;eritilmiş tereyağı;süt;toz fındık;pişmeyen vanilyalı puding;toz krem şanti;soğuk süt;hindistan cevizi;bitter çikolata;,"1.) Bisküvileri ve toz fındığı rondodan geçirin geniş bir karıştırma kabına alın. Üzerine eritilmiş tereyağını ekleyin.
2.) Sütü de ilave ederek, elinizle ya da kaşıkla iyice karıştırın.
3.) Kelepçeli yuvarlak bir kalıbın tabanına pişirme kağıdı serin. Bisküvili karışımı ekleyin ve altı düz bir bardak yardımıyla sert bir şekilde, sıkıştırarak kalıbın tabanına yayın. Buzdolabında dinlenmeye bırakın.
4.) Toz pudingi 1 su bardağı süt ile toz krem şantiyi de aynı şekilde 1 su bardağı süt ile ayrı ayrı kaplarda çırpın ardından birleştirin. Bir kaşık veya spatula yardımıyla yavaş yavaş karıştırın. Krem şantiyi söndürmemeye dikkat edin.
5.) Hindistan cevizini ilave ederek karıştırmaya devam edin.
6.) Karışımı kelepçeli kalıba aktarın ve üzerini düzleyin.
7.) Üzerini streçle kapattıktan sonra buzdolabında en az 3-4 saat mümkünse bir gece dinlendirin.
8.) Buzdolabında dinlenen pastanın kenarlarını bir bıçak yardımıyla dikkatlice sıyırın ve kalıptan ayırın.
9.) Üzerine bitter çikolata rendeleyerek servis edin. Afiyet olsun!
",Fırın kullanmadan hazırlanan yemelere doyamayacağınız nefis mi nefis pişmeyen pasta tarifimizle karşınızdayız! Şimdiden ellerinize sağlık.,mutlu eder
-MbO-V-ltJgV01aKWu5d,On Dakika Pastası Tarifi,Pratik Tatlı,krem şanti;soğuk süt;çikolata kremalı bisküvi;süt;hazır çikolata sosu;toz antep fıstığı;file badem;,"1.) 1 paket krem şantiyi geniş bir kaseye alarak 1,5 su bardağı soğuk sütle iyice kabarana kadar mikser yardımıyla çırpın.
2.) Başka bir kaseye bir su bardağı süt koyun. Bisküvinin iki tarafını da süte batırın.
3.) Ardından süte batırdığınız bisküvinin üzerine hazırladığınız krem şantiyi minik bir spatula veya yemek kaşığı yardımıyla sürün.
4.) Bir bisküvi daha alarak süte batırın ve krem şanti sürmüş olduğunuz ilk bisküviyle birleştirerek birbirine yapıştırın.
5.) Bisküvileri bitirene dek aralarına krem şanti sürün ve birbirine yapıştırmaya devam edin.
6.) Hazır çikolata sosunu pişirin.
7.) Birbirine yapıştırdığınız bisküvileri servis tabağına alın ve kalan krem şanti ile açık kısım kalmayacak şekilde tüm dış yüzeyini kaplayın.
8.) Bir kepçe ile çikolata sosunu krem şanti katmanının üzerine dökün. Ön ve yan kenarların kaplanana kadar sosu dökmeye devam edin.
9.) Üzerini toz Antep fıstığı ve file badem ile süsleyerek servis edin.
","Dünyanın en kolay tatlı tarifi diyebileceğimiz, göz açıp kapayana kadar hazır olacak on dakika pastası tarifimiz sizlerle. Afiyet olsun!",mutlu eder
-MbO-V7V_Uev7PPBQC3i,Ağlayan Pasta Tarifi,Tatlı,un;yumurta;toz şeker;kakao;portakal suyu;sıvı yağ;süt;kabartma tozu;tereyağı;süt;toz krem şanti;soğuk süt;bitter çikolata;krema;,"1.) Pastanın kekini hazırlamak için; karıştırma kabına alıp toz şeker ve yumurtayı aktarın.
2.) Hafif beyaz bir renk alana kadar mikser yardımıyla karıştırın.
3.) Süt ve ayçiçek yağı ekledikten sonra tüm sıvı malzemeleri kısa bir süre daha çırpın.
4.) Un, kabartma tozu ve kakaoyu eleyin.
5.) Harca ekleyin.
6.) Kattığınız kek harcını mikser yardımıyla homojen bir hal alana kadar karıştırmayı sürdürün.
7.) Portakal suyunu da ilave edip çırpın.
8.) Isıya dayanıklı dikdörtgen bir fırın kabını tereyağıyla yağladıktan sonra kek harcını kaba aktarın. Önceden ısıtılmış 180 derece fırında yaklaşık 25 dakika kadar pişirin.
9.) Pastanın kreması için; toz krem şantiyi, soğuk sütle çırptıktan sonra kıvam alması için buzdolabında bekletin.
10.) Çikolata sosu hazırlamak için; bitter çikolatayı küçük küpler halinde kesin. Kaynatın. Soğuması için oda sıcaklığında dinlendirin.
11.) Fırından çıkan kekin üzerine sütü azar azar gezdirin ve kekin içine çekmesi için kısa bir süre bekleyin.
12.) Hazırladığınız krem şantiyi spatula yardımıyla kekin üzerine sürün.
13.) Akışkan durumda olan oda sıcaklığındaki çikolata sosu pastanın üzerine gezdirdikten sonra dilimleyerek servis edin.
14.) Üzerinden çikolata akan pastayı, arzu ettiğiniz gibi süsledikten sonra sevdiklerinizle paylaşın.
","Pratik, dokusu yumuşacık, tam kıvamında, lezzeti nefis mi nefis ağlayan pasta tarifi ağlayan pasta tüm püf noktalarıyla karşınızda!",mutlu eder
-MbO-VM9uzdoZic2PbuK,Kahveli Pasta Tarifi,Tatlı,yumurta;toz şeker;vanilin;sıvı yağ;kakao;un;nişasta;tuz;süt;un;mısır nişastası;toz şeker;vanilin;granül kahve;toz şeker;süt;karbonat;,"1.) Yumurtanın beyazını ve sarılarını ayırın. Yumurtanın beyazına ara ara toz şeker ekleyerek katı bir köpük kıvamı alana dek çırpın.
2.) Yumurta sarısı, sıvı yağ, kakao ve vanilini bir kasede karıştırın. Köpürmüş yumurta beyazından azar azar yumurta sarısı karışımına ekleyin ve spatula yardımıyla karışıma yedirin.
3.) Un ve nişastayı eleyerek pandispanya harcına ekleyin, tuzunu da atın ve diğer malzemelerle birleşinceye dek karıştırın.
4.) Kek harcını pişirme kağıdı serili küçük, kelepçeli yuvarlak fırın kabına aktarın. 175 derece ısıtılmış fırında 30 dakika pişirin. Kürdanla kontrol ettiğinizde kürdanda harç kalmıyorsa fırından çıkarıp oda ısısına gelmesini bekleyin. Ardından pandispanyayı streçleyip buzdolabında 1 gece bekletin.
5.) Muhallebiyi hazırlamak için un, nişasta, süt ve toz şekeri koyu kıvam alana dek pişirin. Koyulaşmış olan muhallebiyi ocaktan alın ve granül kahve ile vanilini ekleyip mikserle çırpın. Oda sıcaklığına geldikten sonra sıkma poşetine aktarıp buzdolabında 1 gece bekletin.
6.) 1 gece beklemiş olan pandispanyanın üzerini düzlemek için çıkıntılı olan parçayı bıçakla tıraşlayın. Bu parçaları küçük kareler halinde kesip fırında 5 dakika kadar kurutun. Bir kısmını küp şeklinde bırakıp kalanını ufalayın.
7.) Pandispanyayı enlemesine ortadan ikiye bölün ve sıkma poşetindeki kremadan ortasına sıkın. Kremanın kalanını 2. pandispanyanın üzerine sıkın ve kenarlarını spatula ile sıyırın.
8.) Süt reçeli toplarını hazırlamak için süt ve şekeri karıştırıp ocağa alın ve kaynama noktasına getirin. Karbonatı ekleyin ve sürekli olarak karıştırın.
9.) Sütün 1/3 ü kaldığında ocaktan alın ve soğumaya bırakın. Sert bir kurabiye hamuru kıvamı alan karışımı küçük toplar halinde yuvarlayın. Kalanını ufalanmış pandispanya parçalarıyla karıştırın. Pastanın üzerini kırıntılar, kek parçaları ve süt karameli toplarıyla süsleyin. Dilimleyerek servis edin, afiyet olsun.
",Kahveli muhallebi ve kakaolu pandispanya ile Yasemin Şef tarafından özel olarak hazırlanmış kahveli pasta tarifi sizler için geldi!,mutlu eder
-MbO-VSkOx83o0xhlDzf,Pudingli Mozaik Pasta Tarifi,Tatlı,süt;çikolatalı puding;petibör bisküvi;,"1.) Sütü bir tencereye alın ve üstüne çikolatalı puding toz karışımını ekleyin. Kaynayana ve göz göz olup koyulaşana dek pişirin.
2.) Ardından ocağın altını kapatın.
3.) Derin bir kabın içine bir paket pötibör bisküviyi iri iri kırın, üstüne sıcak çikolatalı pudingi boşaltın ve güzelce karıştırın.
4.) Streç film serdiğiniz bir baton kalıba, hazırladığınız karışımı dökün ve oda ısısına geldikten sonra buzdolabında bir gece bekletin.
5.) Ertesi gün kalıbı bir servis tabağına ters çevirin ve streç film yardımıyla çıkartıp, streç filmi çekin. Dilimleyerek servis edin.
",Küçük büyük herkesin severek yediği nefis mi nefis pudingli mozaik pasta tarifimizle karşınızdayız. Şimdiden ellerinize sağlık!,mutlu eder
-MbO-Vmy8OjNaZMbH1eb,Kahveli Çikolatalı Pasta Tarifi,Özel Beslenme,bitter çikolata;hindistan cevizi yağı;yumurta sarısı;kakao;tuz;yumurta beyazı;şeker;yumurta sarısı;mısır nişastası;toz şeker;sıcak süt;vanilin;granül kahve;toz jelatin;çırpılmış krema;kakao;,"1.) Çikolatalı pasta tabanını hazırlamak için öncelikle benmari hazırlığı yapın. Tencerenin üzerine yerleştirebileceğiniz bir cam kase alın ve kaseye değmeyecek şekilde tencereye su ekleyerek kaynatın. Kaynadıktan sonra altını kısın.
2.) Tencere üzerine yerleştirdiğiniz kaseye bitter çikolata ve hindistan cevizi yağını koyun ve yavaş yavaş erirken spatula yardımıyla karıştırın. Tamamen eriyerek birleştiklerinde kaseyi kenara alın ve 10 dakika dinlenmeye bırakın.
3.) Yumurta sarılarını her seferinde bir tane olmak üzere eritilmiş çikolataya ekleyerek karıştırın.
4.) Üzerine kakao ve tuzunu ekleyip hafifçe karıştırın.
5.) Yumurta beyazlarına şeker ekleyerek mikser yardımıyla çırpın. İyice kabarıp parlak beyaz bir renk alınca çikolatalı karışımın ekleyin ve spatula ile karışımın içine katlayarak yedirin.
6.) Yağlı kağıt ile kapladığınız kelepçeli kalıba hazırlamış olduğunuz çikolatalı pasta tabanı harcını dökün, 180 derece fırında 25 dakika pişirin. Fırından çıkardıktan sonra kelepçeli kalıbından çıkarmayın.
7.) Kahveli kremasını hazırlamak için yumurta sarılarını mısır nişastası ile karıştırın. Üzerine şekeri ekleyin ve ardından ısıttığınız sütü bu karışma azar azar ilave edin.
8.) Karışımı tencere aktarın ve muhallebi kıvamını alıncaya dek bir spatula yardımıyla karıştırarak pişirin. Kıvam aldıktan sonra vanilin ve granül kahveyi ekleyin, karıştırın. Ardından ocaktan alarak oda sıcaklığında dinlenmeye bırakın.
9.) Su ekleyerek açtığınız toz jelatini kahveli krema harcına ekleyin ve karıştırın. Bir su bardağı kremayı kabarana dek çırptıktan sonra krema harcına ekleyin ve tüm malzemeler bir araya gelinceye dek karıştırın.
10.) Hazırladığınız kahveli kremayı kelepçeli kalıpta pişirdiğiniz çikolatalı pasta tabanının üzerine dökün ve buzdolabında bu şekilde bir gece bekletin.
11.) Servis etmeden önce üzerini kakao ile kaplayın. Afiyet olsun!
",Unsuz hazırladığımız çikolatalı pasta tabanı üzerine söyle nefis mi nefis kahveli bir krema kondurduk. Kahveli çikolata pasta tarifimiz için şöyle buyurun!,mutlu eder
-MbO-VuoOrrzdAalxEeX,Köstebek Pasta Tarifi,Tatlı,yumurta;toz şeker;sıvı yağ;süt;un;kakao;kabartma tozu;vanilya;muz;toz krem şanti;soğuk süt;,"1.) Geniş bir kabın içerisine 3 adet yumurtayı alın. 1 su bardağı toz şekeri de üzerine ilave edin.
2.) Krema kıvamını alana kadar güzelce çırpın.
3.) Üzerine yarım su bardağı ayçiçek yağı ve 1/2 su bardağı sütü ilave ederek bir süre daha çırpın.
4.) 1 paket kabartma tozu ve 1 paket vanilyayı ekleyin. 2,5 su bardağı un ve 3 yemek kaşığı kakaoyu eleyerek harca ilave edin.
5.) Spatula yardımıyla karıştırın.
6.) Tereyağı ile yağladığınız yuvarlak fırın kalıbına kek karışımını boşaltın. Önceden ısıtılmış 175 derece fırında 30-35 dakika kadar pişirin.
7.) Pastanın şantisini hazırlamak için; 2 paket toz krem şantiyi bir kabın içine alın ve 1,5 su bardağı soğuk sütü ekleyin.
8.) Birlikte güzelce çırpın.
9.) Pişen keki fırından alın ve ılınması için beklettikten sonra kalıptan çıkartın.
10.) Kekin üst kısmını bıçak yardımıyla dikkatli bir şekilde alın.
11.) Üzerini düz bir hale getirin. Ardından bıçak yardımıyla çok derine girmeden 4 parçaya bölün ve parçaları dikkatli bir şekilde çıkarın.
12.) İç kısımlarını kaşık yardımıyla kenardan birkaç cm boşluk kalacak şekilde çıkarın.
13.) Muzların kabuklarını soyun ve kekin tabanına dikkatli bir şekilde yerleştirin.
14.) Ardından üzerini hazırladığınız krem şanti ile kaplayın.
15.) Çıkardığınız kek içini rondodan geçirin.
16.) Pastanızın üzerini bu keklerle kaplayın.
17.) Buzdolabında en az 3 saat kadar dinlendirin ve dilimleyerek servis edin. Afiyet olsun.
",Köstebek pasta tarifinin yapılışı zor zannedilse de aslında olabildiğine basit. Misafire yapılabilecek en güzel pasta resimli anlatımıyla karşınızda.,mutlu eder
-MbO-WFq5tqola_jk2gS,Sacher Pasta Tarifi,Pasta,yumurta;tereyağı;bitter çikolata;toz şeker;vanilin;un;pudra şekeri;kayısı;kayısı çekirdeği;su;toz şeker;toz şeker;su;bitter çikolata;,"1.) Kek yapımına başlamadan önce yumurtaların sarısını ve beyazını ayırın, tereyağını oda sıcaklığında yumuşatın, çikolatayı da benmaride eritin.
2.) Tereyağı ve şekeri krema kıvamına gelene kadar çırpın. Karışıma yumurta sarılarını teker teker ekleyin. Erimiş çikolatayı da karışıma ekledikten sonra vanilin ve unu eleyerek üç defada ekleyin.
3.) Yumurta beyazlarını ayrı bir kapta köpürtün ve pudra şekerini azar azar ekleyerek sert ve parlak bir kıvam alana kadar çırpın.
4.) Çikolatalı karışıma beyaz karışımın üçte birini iyice yedirin. Kalan kısmı spatula yardımı ile içindeki havayı koruyarak nazikçe homojen hale getirin. Karışımı yağlanıp unlanmış 20 santimetre boyundaki kelepçeli kalıba aktarın. 175 derecelik sıcak fırında yaklaşık 45-50 dk pişirin.
5.) Kayısıların etli kısımlarını, çekirdekleri ve suyu kısık ateşte yumuşayana kadar pişirin. Son aşamada şekeri ekleyin ve koyulaşana kadar pişirin. Pişen karışımı blenderden geçirip süzün.
6.) Kek oda sıcaklığına gelip soğuduktan sonra üstünü bıçak yardımı ile düzeltip iki eşit parçaya bölün.
7.) Marmeladı kekin ortasına daha bol olacak şekilde sürün ve iki parçayı tekrar birleştirin. Kekin dışına da marmelat sürüp kendini çekmesi için dolapta dinlendirin.
8.) Marmelat kekin üzerinde hafifçe kuruyunca ganajı hazırlayabilirsiniz.
9.) Şeker ve suyu koyu bir kıvam alana kadar yaklaşık 10 dakika kaynatın. Sıcak şerbeti çikolatanın üstüne döküp topak kalmayana kadar karıştırın. Sıcak ganajı soğuk pastanın üstüne yayın ve tekrar sertleşmesi için en az bir saat buzdolabında bekletin.
10.) Çikolata sertleştikten sonra pastayı servis edene kadar buzdolabında saklayabilirsiniz. Dilerseniz servis esansında çırpılmış krema da kullanabilirsiniz. Afiyet olsun.
",Dünyada ünlü bir tatlı olan sacher torte yani Sacher pastası tarifi ile karşınızdayız. Bu tarif kaçmaz mutlaka denenmeli diyoruz.,mutlu eder
